,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
16,B8QgvZ0heco,2,319,[{'node': {'text': 'கொரோனா வைரசால் உயிரிழந்த மருத்துவர்\n\nசார்ஸ் போன்ற கொடிய வைரஸ் உருவாகியுள்ளதை உலகிற்கு தெரியப்படுத்திய மருத்துவர் Li Wenliang கரோனா வைரஸால் உயிரிழந்தார்\n\nwww.news18tamil.com\n\n#News #News18tamilnadu #CoronaVirus #LiWenliang'}}]
17,B8P-F4ihO4t,0,8,[{'node': {'text': '#不能不明白 Freedom of speech！！#liwenliang #whistleblowers'}}]
18,B8Qi-_jFqvb,1,2,[{'node': {'text': '心情久久不能平静，付出了生命的代价却没能换来一句道歉。死前封口，死后不准评论，世人警醒了吗？疫情平息后他是否会很快被遗忘？人们总是这么容易好了伤疤忘了痛，但希望这次不是。R.I.P 时代的英雄，集权体制的牺牲品，愿你来世生活在一个敢说真话的世界。#liwenliang #coronavirus #rip'}}]
19,B8QG77pALjy,2,35,[{'node': {'text': '#wuhan #liwenliang #freedomofspeech \n一个健康的社会不能只有一种声音'}}]
20,B8P9pG2Hniu,0,13,[{'node': {'text': 'A silenced voice. #LiWenliang'}}]
21,B8QAOCfHe0h,0,0,"[{'node': {'text': '#liwenliang 生之多艰，唯愿早日渡过这场灾厄🕯🕯🕯RIP, Dr Lee'}}]"
22,B8O_ArwpoN0,1,0,[{'node': {'text': '#wuhancoronavirus  #liwenliang  R.I.P.'}}]
23,B8PYQ9HlbDC,0,4,[{'node': {'text': '#liwenliang 学医救不了中国人\n这不是天灾，而是人祸啊…'}}]
24,B8PGhA9h_zK,90,97,"[{'node': {'text': ""《中华人民共和国宪法》第三十五条：中华人民共和国公民有言论、出版、集会、结社、游行、示威的自由。 \u200b请还李文亮医生一个公道！声音再小，也要呐喊！把我们生而为人的权利还给我们！\nArticle 35 of the constitution of the People's Republic of China: citizens of the People's Republic of China shall have freedom of speech, of the press, of assembly, of association, of procession and of demonstration.\n\nPlease give Dr. Li wenliang a piece of justice! No matter how low the sound,\nShout too! Give us back our right to be human! \n#freedomofspeech #言论自由 #李文亮 #李文亮医生去世 #李文亮先生rip #李文亮醫生 #中国 #武汉肺炎 #wewantfreedomofspeech #chinesegoverment #cctv  #政府 #equality #平等 #humanbeing #virus #人民日报 #人民当家做主 #socialism #socialismsucks #wuhanvirus #restinpeace #liwenliang""}}]"
25,B8PV08lhuVJ,0,3,"[{'node': {'text': '#liwenliang #wuhan #wuhanvirus \nThis is a letter of instruction given to Dr. Li by the police. It means to get Dr. Li to admit that he has made a rumor, Get Dr. Lee to admit that the discovery of a new virus in the WeChat was a rumor ，But the fact is that if the Wuhan government attached importance to the virus, there may not be so many people sick ，And not so many people will die'}}]"
26,B8PHUx6h082,1,11,"[{'node': {'text': 'Lost my hope tonight. Some parts of me is missing. Anger and sadness full of our hearts. Shamed about  CN gov. And no one is innocent as well.\n\nTherefore, send not to know\n\nFor whom the bell tolls,\n\nIt tolls for thee.\n\n#liwenliang #coronavirus  #drliwenliang'}}]"
27,B8PnHOLFxP6,0,5,[{'node': {'text': 'We all know Who killed him\n\n#coronavirus \n#whitsleblower\n#liwenliang\n#wuhan'}}]
28,B8PAv-UFvnK,0,10,"[{'node': {'text': 'El médico chino Li Wenliang, que había sido el primero en alertar sin éxito sobre la difusión del coronavirus☠️, falleció este jueves precisamente contagiado por esta enfermedad😢.\n.\n👨\u200d⚕️Li, un oftalmólogo de 34 años, había notado en diciembre siete casos de un virus que le recordaba a la epidemia del SARS en el hospital de Wuhan donde trabajaba. Se sospechaba que los casos provenían del mercado de pescados y mariscos, por lo que los pacientes fueron puestos en cuarentena en su centro de salud.\n.\nEl 30 de diciembre, Li envió un mensaje a sus colegas para advertir sobre el brote y les recomendó usar ropa protectora para evitar contagiarse. Pero las autoridades locales le dieron a entender que debía abandonar esa idea.\n.\nIncluso días más tarde el médico recibió una visita de policías locales, quienes lo forzaron a firmar una carta en la que lo acusaban de hacer ""comentarios falsos"" sobre el virus. De hecho, lo amenazaron con llevarlo a la Justicia por sus alertas. .\n🗣""Hoy me dieron el resultado de las pruebas de ácido nucleico y es positivo. Finalmente he sido diagnosticado"", publicó el 30 de enero. Si bien las autoridades le ofrecieron disculpas, este martes se convirtió en otra víctima fatal. .\n#Coronavirus #MurióMédico #LiWenliang'}}]"
29,B8QGdODHQqV,0,1,[{'node': {'text': '“A doctor had to die twice. THAT is national humiliation.” 💔\n🕯️#liwenliang'}}]
30,B8PrEDFgEVP,0,5,[{'node': {'text': 'Sound of silence... #respectfordoctors #chinakopfhoch #liwenliang'}}]
31,B8PAwMPhw0X,0,7,[{'node': {'text': 'Can you manage?\nDo you understand?\n\n#wuhan #wuhanvirus #liwenliang #china #doctor #coronavirus'}}]
32,B8PtfTEH4l5,0,8,[{'node': {'text': '我们今天需要的不是一个站出来然后就去死的英雄，我们要停止觉得某个人好勇敢，而是选择走向前和他们站在一起，你要相信多数人，相信多数人如果有同样的意见而且敢于发声。如果你不是一个人，你的生命不会轻易的就被阻绝。#liwenliang'}}]
33,B8PleicAKzt,0,17,[{'node': {'text': 'Never forget. NEVER.#liwenliang #李文亮 #我要言论自由'}}]
34,B8PobPlBl9v,0,13,[{'node': {'text': 'Corona virüsünü ilk tespit eden doktor Li Wenliang Corona virüsü yüzünden hayatını kaybetti. #çin #wuhan #coronavirüsü #liwenliang #sondakikahaberler #sondakika #haber #haberler'}}]
35,B8Pi-gHF9f9,0,7,[{'node': {'text': '#liwenliang'}}]
36,B8PLjjbp-6K,4,31,"[{'node': {'text': 'This is the most devastating moment since the outbreak of coronavirus. \nI\'ve been trying not to judge our government for my entire life. \'It\'s complicated\', as I always say, but shame on you this time, or shame on us who could always find an excuse to be silent. How ironic that I can\'t, or don\'t have the guts to express this anger in my mother tongue. \nHere\'s what happened a month ago. ""Can you terminate this unlawful act?""\n""Yes, I can."" ""Do you understand that if you are to continue this unlawful act, you will be facing legal punishment?""\n""Yes, I understand."" He didn\'t mean to be a hero. He didn\'t mean to be a whistleblower. He was simply an ordinary man, and said things that any of us could have said, to people that he trusted. Fxxk surveillance and all that sxxt. \nThere are so many quotes from Weibo and WeChat that I want to add here. ""One couldn\'t save 1.4 billion, yet 1.4 billion couldn\'t save one."" ""If the king wants you to die, you have to die.君要臣死臣不得不死"", an ancient saying, followed by a rhyme that perfectly reflects the current situation, ""If the king doesn\'t want you to die, you can\'t even die decently.君不要臣死臣不得好死"" \nLet\'s engrave this moment in our hearts. We have to. \n#liwenliang #coronavirus'}}]"
37,B8O8X4bgCb4,2,25,[{'node': {'text': 'R.I.P Hero!!! 🙏💔 #liwenliang #neverforget'}}]
38,B8QXockBqcB,1,18,"[{'node': {'text': 'Rest in peace good doctor.\nIt takes a brave person to speak out.\nThere may have been a lot of false information circulating, but Li Wenliang knew what was happening from early on, and tried to speak out.\n\nhttps://www.caixinglobal.com/2020-02-07/chinese-coronavirus-whistleblower-dies-101512456.html\n#liwenliang #demandfreespeech #whistleblower'}}]"
39,B8PUgGMgMwO,8,310,[{'node': {'text': 'İşini doğru yaptığı için kendi ülkesi tarafından neredeyse linç edilmek üzere iken sosyal medya gücü sayesinde kahraman oldu. \nAncak ne yazık ki bugün hayatını kaybetmiş.\nDoğru bildiğiniz yoldan ayrılmayın çünkü bir gün gelir tüm dünyanın hayranı olduğu bir hekim olursunuz.\nTebrikler Doktor Li Wenliang dünya hekimleri sizi unutmayacak.\n #liwenliang #drliwenliang #coronavirus #viruscorona #doctor #hospital #china'}}]
40,B8P-bC0hjFi,0,5,[{'node': {'text': '【良心醫師李文亮 RIP🕯】\n最初披露武漢出現新型冠狀病毒肺炎而遭到公安訓戒的內地醫生李文亮，因診治病人時不幸受到感染武漢肺炎，武漢市中心醫院指李醫生的病情惡化搶救無效，於2020年2月7日淩晨2點58分去世，院方表示痛惜和哀悼。\n李醫生在治療期間受訪時曾說：「一個健康的社會不該只有一種聲音。」\n願今次我們能夠共同跨過難關，成功抗擊疫情。\n\n#RIP #李文亮 #武漢肺炎 #良心醫師\n#wuhan #coronavirus #doctor #LiWenLiang\n#utv #umacautv #utv澳門網絡媒體'}}]
41,B8PVPYqA8iR,116,990,"[{'node': {'text': 'Unfortunately Doctor Li, Li Wenliang who was among the eight doctors finding the new corona virus, died. He is known as a hero by warning his fellow doctors to wear protective clothes early on😭\n______________________________________\nBazen kelimeler yetersiz kalıyor...Ne yazık ki...Corono virüsünü bulan sekiz doktor içinde olan ve herkesi uyaran 34 yaşındaki Doktor Li, Li Wenliang hayatını kaybetti. .\n.\n.\n30 Aralık 2019’da Glokom hastası olan bir kadını tedavi ederken virüsün farkına vardı. Aynı virüs 7 kişide daha tespit edilince o kişileri karantinaya aldılar. Çevresini durumdan haberdar edip önlem almaları konusunda uyaran Li kendisine de birkaç test yapmasına rağmen sonuçları negatif çıktı. Yayılan mesajlardan dolayı Wuhan polisi Li’nin de içinde olduğu sekiz doktoru paniğe sebep olmaktan sorguya çekmiş ama sonrasında serbest bırakmıştır.\n.\n.\n10 Ocak’ta Li öksürmeye başladı. Ertesi gün ateşlendi ve iki gün sonra da hastaneye kaldırıldı.\n.\n.\n20 Ocak’ta vaka artışlarıyla birlikte Çin’de Ulusal Sağlık Durumu ilan edildi. .\n.\n30 Ocak’ta Li’nin corona virüsünü kaptığı kesinleşti. .\n.\nBu akşam ise duran kalbini tekrar çalıştıran yetkililer çabalarının devam etmesine rağmen Li’nin hayata gözlerini kapadığını resmen duyurdu😭 Çin halkı bu haberin doğrulanması ile yasa boğuldu..\n.\n.\nLi, bir çocuk babasıydı ve ikinci çocuğunu bekliyordu. Hamile eşi ve Doktor Li’nin anne ve babası da hastanede virüsle mücadele ediyor😔\n.\n.\nDoktor Li’yi birebir tanımasam da sanki bizden biri gibiydi...cesur, görevini yerine getirip insanları uyarırken ne yazık ki kendisi de bu virüstyen etkilendi...ileride belki çözümü çok kolay olabilme ihtimali olsa da zamanlama kendisini hayattan, ailesinden aldı...sağlık geçmişi henüz açıklanmadı...ama elden ne gelir...üzgünüm...kelimeler yetersiz...\n.\n.\n#coronavirus #coronavirusoutbreak #wuhancoronavirus #whistleblowers #doctorli #liwenliang #china #wuhan #aheroliwenliang #liwenliang'}}]"
42,B8J9UxgFwJF,4,480,"[{'node': {'text': '@teletrece .\n""Le advertimos solemnemente: si sigue siendo terco e impertinente, y continúa con esta actividad ilegal, será llevado ante la Justicia ¿se entiende?"" 🤐 \nEsa fue la advertencia que las autoridades de China le hicieron a Li Wenliang, un oftalmólogo del Hospital Central de Wuhan, quien días antes envió en un chat con otros médicos, un aviso sobre un nuevo virus parecido al SARS que estaba registrándose en su zona. \nChina, cuyo control de internet es sabido, supo de la conversación y llegó directamente donde el profesional a pedirle que detenga sus ""comentarios falsos"" que habían ""perturbado severamente el orden social"". El mensaje fue a finales de diciembre, ya en los primeros días de enero Wenliang atendió a una paciente quien resultó tener el coronavirus. Posteriormente él y sus padres también contrajeron el virus.\n\nEstos días, donde China ha reconocido el virus y el combate al mismo, el oftalmólogo publicó en Weibo (el Twitter chino) el documento que le obligaron a firmar donde se retractaba de su advertencia. Su caso se viralizó y hoy las autoridades chinas le pidieron disculpas. 🔸 La historia completa en T13.cl\n\n#weibo #wuhan #LiWenliang #china'}}]"
43,B8QhyH7gC0F,0,1,[{'node': {'text': 'Dr. Li was one of the eight braves who firstly dared to reveal  the danger of Coronavirus. Some governors should be locked in the jails for “fatuity” sometimes equals to crimes. Hope Dr. Li could be surrounded with the tenderness in another world. #liwenliang #wuhan #coronavirus #chinavirus'}}]
44,B8QGoHmp0nd,0,2,[{'node': {'text': '🕯️🕯️🕯️#liwenliang'}}]
45,B8P54KnFzs7,4,10,[{'node': {'text': '#不能不明白 #liwenliang'}}]
46,B8QMB3hFkMi,1,0,[{'node': {'text': '\u202aViruses don’t really kill.\u202c#liwenliang #coronavirus 学医救不了自己。'}}]
47,B8PAp10p3lR,0,9,[{'node': {'text': '#liwenliang He is a hero. History will remember him.People will remember him.#wuhan'}}]
48,B8PwEHfjEew,0,6,"[{'node': {'text': 'Thank you for your service, we don’t deserve you.#liwenliang'}}]"
49,B8QfwldBPD9,0,5,[{'node': {'text': '你二十岁的时候在微博上转发痛哭，你四十岁的时候能不能站出来做点什么，去影响，去推动，去改变。让这个社会变得更好，不应该只是小学生作文里的高分金句。这个世界挺糟糕的，我知道，那我们都努努力吧。#liwenliang #liwenliang💔 #liwenlianghero #drliwenliang #ripliwenliangdoctor🇨🇳'}}]
50,B8QXgTroPVi,0,3,"[{'node': {'text': '#liwenliang #wuhan\nPeople who were sacrificed by you, deprived you of right to speech.'}}]"
0,B8QPjTsFmNh,17,269,"[{'node': {'text': 'Li Wenliang adalah dokter spesialis mata di Rumah Sakit Pusat Wuhan, sekaligus dokter pertama yang menyebarkan pesan waspada terhadap penyakit mirip SARS pada tanggal 30 Desember 2019. Menurut pemberitaan media Tiongkok, Li diduga tertular oleh pasien yang ia rawat dan mulai menunjukkan gejala batuk serta demam pada tanggal 10 dan 11 Januari.\n\nSimak Berita Lebih Lengkap Di Metrotvnews.com\n\n#metrotv #metroxinwen #viruscorona #corona #liwenliang #wuhan'}}]"
1,B8QFharnvpW,0,19,"[{'node': {'text': 'Mr. Li Wenliang, a Chinese doctor who was among the first ones to try and share the news about the onset of the coronavirus epidemic, has tragically passed away while working at a hospital in Wuhan and tending to patients. \nLong before the Chinese authorities have disclosed the whole threat of the Coronavirus, Mr. Wenliang was sharing his first-hand experience of working with the patients on his Weibo account.\nWhen he started receiving attention from other Chinese citizens, he was approached by the police, detained, and “asked to stop” or go to prison. \nHe had no choice but to stop his activity online but still put his maximum effort in an attempt to help people at the hospital in Wuhan. Unfortunately, while tending to patients, Mr. Wenliang has contracted the virus himself. \nAfter trying to fight the virus for almost a month, but as a patient this time, Li Wenliang has tragically passed away this week.\nIt’s especially sad because the young doctor was only 34 years old, and he died as a result of doing his job and saving lives.\nThe people of China have been saddened by this news and believe that the actions of Mr. Wenliang were genuinely honorable.\nAt the moment, the following statement is circulating on Chinese social networks about Mr. Wenliang:\n“He who holds the firewood for the masses is the one who freezes to death in wind and snow.”\nRIP LI WENLIANG\nOur thoughts are with his family and friends but also with the families and friends of everybody else who have perished as a result of the 2019-nCoV.\n#liwenliang #wuhan #coronavirus #ncov #ncov2019'}}]"
2,B8JZkRyCsAi,178,9068,"[{'node': {'text': 'De 34-jarige oogarts Li Wenliang waarschuwde in december voor het coronavirus. De Chinese autoriteiten namen hem niet serieus en de arts werd zelfs gestraft voor het verspreiden van leugens en geruchten. Nadat hij drie weken geleden een vrouw behandelde werd hij ook ziek. Wenliang ligt nu zelf met het coronavirus op de intensive care, lees zijn verhaal via de #linkinbio #corona #coronavirus #ziek #LiWenliang #arts'}}]"
3,B8PYJUVhCws,2,15,"[{'node': {'text': 'A tragic day for chinese people and the entire world, we lost not just a doctor, a whistle-blower, but a audacious fighter for the people and their rights to the truth. \nHe stood up and was shot down, in the midst of possibly the biggest crisis across the nation for decades, knowing millions are fighting the same fight, against not the government, but the evil of  humanity, who stood in the way of equality and justice out of self-interest, who would sacrifice the people at any given moment as if they were disposable garbages.\n\nBlame china, blame the ccp, trash the brainwashed xenophobic Chinese people for human rights, animal cruelty, state-run media, tell us to go back to China, the sick man of Asia! \n#liwenliang #coronavirus #lightinthedark'}}]"
4,B8PnfWvlRvo,0,7,[{'node': {'text': '#liwenliang'}}]
5,B8PgSDjpPAC,1,63,"[{'node': {'text': '2020.02.06.09:30 Chinese social media is censoring and manipulating the truth about #LiWenliang . So here I am,  trying to leave a footprint, remembering the whistle blower, the hero.'}}]"
6,B8PDq0_l4hn,0,1,[{'node': {'text': '#liwenliang #wuhan'}}]
7,B8QfO1RAxgx,0,3,[{'node': {'text': '愿诸君子平安，愿李先生走好 R.I.P\n#liwenliang #china #wuhan #wuhanvirus #武漢 #武汉肺炎 #武汉 #武漢肺炎 #李文亮 #李文亮医生去世 #李文亮先生rip #李文亮醫生 #李文亮医生 #hero #八君子 #吹哨人'}}]
8,B8PUQ1HBsKK,0,2,[{'node': {'text': '#liwenliang  如果这个世界再没有人说真话，没有人再为正义挺身而出，这个世界会变成什么样子？鲁迅先生说过学医救不了中国人，如果他还活着会为这样的结果感觉到愤怒还是无力？这些烂到骨子里的人性真的让我太失望，一切所谓抢救也许是一场粉饰太平的show'}}]
9,B8PUMeUJqHz,0,2,"[{'node': {'text': '#LiWenliang, a #Chinese doctor, tried to warn others about #CoronavirusOutbreak. \nHe went back to work anyway & ended up catching #CorononaVirus. \nNow, he has died from #Corona.he is poor, worthy of our sympathy, and great'}}]"
10,B8P_4_bp3Ce,0,3,"[{'node': {'text': 'He died a hero. China, fuck off and save the world. Report accurately. 🤬😷 •\n•\n•\n#coronavirus #drliwenliang #liwenliang #wuhan #whistleblower #hero #pandemic'}}]"
11,B8PAGvMBfXl,0,2,[{'node': {'text': 'RIP#LiWenliang'}}]
12,B8P_qeWBAl0,0,0,"[{'node': {'text': 'Doctor Wenliang Li, #liwenliang #wuhancoronavirus please remember this name. He was a hero in fighting Wuhan Coronavirus and he was also first 8 whistle blower doctors who brought the issue to the public attention. He and his pregnant wife all died because of coronavirus! Being a Chinese, this is seriously a heart breaking moment. Hope shattered, faith collapsed, actions need to be taken! Please make every single life count in the awakening of Chinese human rights! Chinese lives matter!!!'}}]"
13,B8PFJYNBSIb,1,9,"[{'node': {'text': 'Coronavirus en China: el hospital de Wuhan desmiente la muerte del médico que trató de alertar sobre el brote de coronavirus\n\nLa confusión reina en China sobre la muerte del destacado médico que alertó sobre la aparición del nuevo coronavirus y fue reprendido por las autoridades del país.\nPoco después de que varios medios controlados por el gobierno -entre ellos, el\xa0Global Times\xa0o\xa0Beijing News\xa0- informaran este jueves del fallecimiento de Li Wenliang, quien acabó contagiado con el nuevo virus, las autoridades sanitarias publicaron un comunicado\xa0desmintiéndolo.\n""En la lucha contra la epidemia de la neumonía del nuevo coronavirus, el oftalmólogo de nuestro hospital Li Wenliang desafortunadamente resultó infectado. Ahora mismo se encuentra en estado crítico y estamos haciendo todo lo posible para reanimarle"", señaló el Hospital Central de Wuhan en su cuenta oficial en Weibo, la red social más popular de China.\nLi fue uno de los primeros médicos chinos en alertar a sus compañeros de profesión sobre la aparición del nuevo coronavirus, si bien por aquel entonces no sabía a lo que se estaba enfrentando.\nEn su mensaje del 30 de diciembre, enviado a través de un chat, Li recomendaba que tuvieran cuidado con una nueva enfermedad misteriosa y les recomendó\xa0usar ropa protectora para evitar contagiarse.\nCuatro días más tarde, recibió una\xa0visita de funcionarios de la Oficina de Seguridad Pública\xa0, quienes le dijeron que firmase una carta.\nEn ella, lo\xa0acusaban de ""hacer comentarios falsos""\xa0que habían ""perturbado severamente el orden social"". Cómo el manejo de la crisis del coronavirus puede afectar al gobierno del todopoderoso Xi Jinping\n\nLas autoridades tuvieron que pedirle disculpas unos días después, revelando que lo que le ocurrió a este doctor pone de manifiesto la\xa0respuesta fallida\xa0en las primeras semanas de la epidemia.\nEn las primeras semanas de enero, las autoridades en Wuhan insistían en que solo aquellos que entraban en contacto con animales infectados podían contraer el virus.\nA los médicos ni si quiera se les advirtió que usaran\xa0mascarillas o ropa protectora\xa0.\nLi, que tenía treinta y cuatro años, deja un hijo y una esposa embarazada.'}}]"
14,B8QSN9jH9Yv,0,9,[{'node': {'text': '#liwenliang #李文亮'}}]
15,B8Pl5aBnOFc,1,17,[{'node': {'text': 'R.I.P. #李文亮 #liwenliang #wuhan #coronavirus #sacrifice'}}]
16,B8Pj_O8A7VU,2,25,[{'node': {'text': 'Distrust and despair on WeChat and Weibo after the death of Wuhan whistleblower Li Wenliang.\n\nRead more in our latest via whatsonweibo.com.\n\n#whatsonweibo #liwenliang #coronavirus #trendingnow #chinatrending'}}]
17,B8QK_HXJ0zm,0,3,"[{'node': {'text': 'Wuhan:\xa0 A Chinese doctor, who first tried to warn about the deadly coronavirus outbreak,\xa0 died due to the infection on Friday, media reports said.\n\nLi Wenliang, who was working in\xa0 Wuhan Central Hospital, contracted the disease while working in the medical facility.\n\nHe had sent out a warning to fellow medics on 30 December but police told him to stop ""making false comments"", BBC reported.\n\nSpeaking to CNN this week from his hospital bed, Li had earlier said that ""I only wanted to remind my university classmates to be careful."" The outbreak of the deadly coronavirus has left over 600 people dead.\n\nThe virus infected 31,161 people in mainland China.\n\n#china #doctordies #wuhan #wuhandoctordies #coronavirus #liwenliang'}}]"
18,B8P5_6rJZPI,1,9,[]
19,B8PbtN4pf6J,3,27,"[{'node': {'text': 'So depressing... We stand for Dr. Li and all the bravery and sacrifice he made as a doctor, as a HUMAN BEING. RIP. \n#liwenliang'}}]"
20,B8O_LE8i3DQ,2,57,"[{'node': {'text': ""Li Wenliang, un ophtalmologue chinois, est décédé des suites du coronavirus ce jeudi 6 février à l'âge de 34 ans. Hospitalisé depuis le 12 janvier, il était l'un des tout premiers médecins à avoir alerté sur une potentielle épidémie à venir. Accusé dans un premier temps, d'avoir lancé des rumeurs sur l'application WeChat, Il est réduit au silence par la police. C'est finalement le 7 Janvier que le régime idendifiera la maladie.\n\n#wuhan\n#liwenliang\n#chine\n#coronavirus \n#wechat""}}]"
21,B8PmyW0gC_V,0,7,"[{'node': {'text': 'R.I.P.\nHERO, #liwenliang \n#freedomofspeech #wuhanvirus'}}]"
22,B8QYo57hBRh,5,8,"[{'node': {'text': '🙏🏻💔This must be the saddest news I have ever heard about in recent years...a good person should never be treated like this. If you happen to know the story of Whistleblower Doctor Li Wenliang like what he did and how he was treated, you must start to doubt whether the place where we live is hell or a place worse than hell... #coronavirus #liwenliang'}}]"
23,B8PTKlxAJz5,0,8,[{'node': {'text': '#李文亮 #liwenliang #coronavirus'}}]
24,B8PKVpDhP_A,3,2,[{'node': {'text': '我不知道什么是正义 世态炎凉#李文亮 #liwenliang'}}]
25,B8Pprn3FWAS,0,9,[{'node': {'text': '不能 不明白\n#liwenliang'}}]
26,B8PqccNHFxR,0,3,"[{'node': {'text': '#Repost @ke_peng with @make_repost\n・・・\nNo, I can’t. And no, I refuse to understand. #liwenliang'}}]"
27,B8PrFQWA6LO,0,23,"[{'node': {'text': 'Dr. Liwenliang, we will memorize you, learn from you, and deeply thank you for your efforts during the coronavirus outbreak 🙏🙏🙏 #liwenliang'}}]"
28,B8PRjr3AKEV,1,1,"[{'node': {'text': ""I used to think we're all living under the sun, until today, I figured that the dark age was never gone. #liwenliang #coronavirus""}}]"
29,B8PZ9q_l4H5,4,33,[{'node': {'text': '我真的，从来没有因为一个陌生人的死亡而这么痛哭过。\n\n过去的三个小时，从李文亮医生被宣布救治无效死亡，到传出抢救消息大家接力祈祷，到最后揭露他心脏停跳后持续被CPR 3小时然后硬上ECMO。\n\n你看，在这个国家，不仅可以计划生育，还可以计划死亡。宣布死亡的不是医生，甚至不是news，而是propaganda。他们熟练地要把人民的愤怒转化为对奇迹的失望。\n\n李文亮医生因为爆出疫情而被训诫，后又被propaganda宣传为whistleblower。这个舆情大于疫情的国度，连有尊严地活着说话的权利都没有，哪来有尊严地死亡安息的权利呢？\n\n记住这满腔的愤慨和悲哀，但是请不要绝望，因为我们还有很多事情还没做。眼下，我们还要积极应对疫情，依旧需要自救，互助以及消息传递。\n\n夜愈黑，光愈亮。\n\n2020.02.06 🕯️ #wuhan #liwenliang #coronavirus'}}]
30,B8P-Hp3HqhC,0,1,[{'node': {'text': 'sigh…#liwenliang'}}]
31,B8PC6mkJtEI,4,4,[{'node': {'text': 'R.I.P 🕯#liwenliang #李文亮'}}]
32,B8PvZrepq2e,0,0,"[{'node': {'text': '「为众人抱薪者, 不可使其冻毙于风雪；  为自由开路者, 不可使其困顿于荆棘。」 R.I.P #liwenliang'}}]"
33,B8O3ogwnHxx,0,45,"[{'node': {'text': 'El doctor chino que avisó de la existencia del\xa0coronavirus de Wuhan\xa0ha muerto después de contraer la enfermedad mientras hacía su trabajo, según recoge\xa0The Guardian\xa0de medios chinos locales. Según este diario,\xa0el doctor fue reclamado por la policía cuando intentaba avisar de la peligrosidad del virus en diciembre.\n\nSegún este periódico, el\xa0Dr Li Wenliang, envió un mensaje a sus compañeros doctores avisando del coronavirus. Las autoridades públicas le hicieron firmar una carta en la que le hacían reconocer que los comentarios eran ""falsos"" y de hecho fue una de las personas investigadas por extender ""rumores"" acerca de la enfermedad.\xa0Finalmente ha sucumbido ante el virus que el mismo avisó.\n\n#NoticiasPorElMedio #Coronavirus #LiWenliang'}}]"
34,B8P7NZugTlh,0,1,[{'node': {'text': '#liwenliang 记住他 记住'}}]
35,B8QKt_yh01l,0,1,[{'node': {'text': 'R.I.P 🕯️Dr. #LiWenliang #李文亮'}}]
36,B8PWJbVpAFl,0,5,[{'node': {'text': 'Don’t forget.  #liwenliang #coronavirus #wuhan'}}]
37,B8QKtNuF7ta,0,1,[{'node': {'text': '#liwenliang #2019ncov'}}]
38,B8QQDrPlfVL,0,2,[{'node': {'text': '「上一代若遮住这一代的嘴，这一代将蒙住下一代的眼睛。」#liwenliang #wuhan #coronavirus'}}]
39,B8PDb7UFO1Y,3,75,[{'node': {'text': '#liwenliang'}}]
40,B8Pb37mpMKn,2,5,[{'node': {'text': '#Hero #liwenliang We will always remember the lives you saved and the people they murdered'}}]
41,B8P0gyCgchb,0,15,[{'node': {'text': '#liwenliang #李文亮 #不能不明白'}}]
42,B8P9TXQg0eb,0,27,"[{'node': {'text': 'Li Wenliang dokter China\u2002yang mengeluarkan peringatan dini tentang wabah\u2002virus Corona\u2002meninggal dunia, dalam melawan epidemi pneumonia dari infeksi Corona baru.\n------\nSementara pada 30 Desember tahun lalu, Li memperingatkan teman-teman sekolah kedokterannya dalam sebuah grup obrolan\xa0online bahwa penyakit mirip SARS telah melanda beberapa pasien di rumah sakit Wuhan dan mereka semua dikarantina di unit gawat darurat.\n--------\nHingga kini virus corona telah merenggut sebanyak 636 orang di seluruh dunia meninggal dunia dan Total kasus infeksi virus corona di China sejauh ini mencapai 31.161 dan lebih dari 4.800 penderita saat ini dalam kondisi butuh perawatan serius.\n.\n.\n.\n📷 TODAY NEWS AFRICA\n#marinewsroom #liwenliang #coronavirus'}}]"
43,B8NSjKjnXZL,1,21,[{'node': {'text': '#我要言论自由\nDo you hear the people sing\nSinging the song of angry men\nIt is the music of a people \nWho will not be slaves again\n\n#Doyouhearthepeoplesing\n#Chinesegovernment #wuhangovernment #beijinggovernment #murder #平安武汉 #狗官\n#wuhan #china #coronavirus #virus\n#LesMiserables #悲惨世界\n#wrareone #wearehuman #liwenliang\n#武汉 #中国 #武汉加油 #你能做到吗 #你听明白了吗 #不能不明白 #李文亮'}}]
44,B8QOTaRpqRB,1,0,[{'node': {'text': '希望正义会迟到但永远不要缺席 这句话是真的 Justice will be late but never be absent. Hope it will be true. #wuhan #liwenliang'}}]
45,B8QJOtJg0cJ,2,57,[{'node': {'text': '#不能不明白 #liwenliang #fourfreedoms #franklinroosevelt'}}]
46,B8O-SUAH-ep,0,6,[{'node': {'text': 'Kahraman doktor’ öldü\nKoronavirüs uyarısı sonrası susturulmak istenen Çinli doktor Li Wenliang öldü.\n\n#koronavirues #Çinli #doktor #LiWenliang \n#CumhurbaskanıBasdanısmanı #vandacığ'}}]
47,B8O3wnWHzzK,0,20,[{'node': {'text': 'Unknown hero #china #hero #rip #dead #coronavirus #china #pitty #repost #blick #liwenliang #doctor #1sthelp #doctorno1 #infection #prison'}}]
48,B8Oy50XnK7f,0,17,[{'node': {'text': '#你能做到吗 #你听明白了吗 \n#李文亮 #Liwenliang 🕯️\n#whistleblowerdoctor\n#wuhangovernment #murder\n#china #wuhan #virus\n#平安武汉 #刽子手 #我要言论自由'}}]
